,Book Title,Book Link,Book Author,Book Review,Book Type
9,Hey Nostradamus!,https://www.amazon.co.uk/dp/0007162510?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Douglas Coupland,"Following the long-term aftermath of a high school massacre, the story is told in four parts, narrated by four different yet closely connected characters.  For a relatively small volume, this book covers some big themes: love, death, God, family, identity.  However, because Coupland writes in a very accessible, contemporary voice and there are moments of light relief; the book is never heavy going or pretentious and is an enjoyable read.  I found it very moving and stimulating - food for both the heart and mind.


",A little Optimistic
10,"The Woman at 1,000 Degrees",https://www.amazon.co.uk/dp/1786074559?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Hallgrímur Helgason,"The growing-old-disgracefully format is a window into Herra's epic life, loves and losses. You guess her impossible abuse of family and friends, vicious black humour and outrageous sexuality are a self-defence against the horrors that C20 history has thrown at her. But you won't pity her: she is going to organise her death in exactly the same high-octane way as she lived. Her awkward attitude just makes you want to know why she is the way she is!",A little Optimistic
11,Drifting House,https://www.amazon.co.uk/dp/0571276202?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Krys Lee,"A wonderful, lyrical set of short stories that will set your mind on fire with their passion, their strangeness and yet, despite all the differences in culture, their very familiarity because of their humanity, and because they describe the kind of predicament that we all know only too well in our own lives.",A little Optimistic
12,The Snack Thief,https://www.amazon.co.uk/dp/1509850406?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Andrea Camilleri,"Meet the irritable, impatient and food-loving Inspector Montalbano as he tries to solve the murder of Signor Lapecora, found stabbed in the lift of his appartment block.  However, the case soon becomes entangled with the shooting of a Tunisian fisherman on an Italian trawler.

",A little Optimistic
13,The Folded Earth,https://www.amazon.co.uk/dp/0857388312?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Anuradha Roy,"The foothills of the Himalayas is just the right setting for this story - and the perfect location for Maya to grieve for her husband, cruelly taken from her by the mountains he loved.  Village customs and life and quirky characters are conveyed really well throughout and the twist at the end is something I didn't expect and did actually make me gasp!  It just goes to show you that appearances can be deceptive.",A little Optimistic
14,Seventh Gate,https://www.amazon.co.uk/dp/1845294874?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Richard Zimler,"Berlin 1932: teenage Sophie soon discovers what the rise of Fascism will mean to her disabled brother and to her Jewish lover. If you liked The Shadow of the Wind by Carlos Ruiz Zafon, you will love this huge, realistic, blackly humorous novel, not least for its rebellious heroine and her outsider friends.  And the really good news is that this book is one of a series, so you can continue the Zarco chronicles as soon as you finish reading.",A little Optimistic
15,Wild Dogs,https://www.amazon.co.uk/dp/0393328422?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Helen Humphreys,A very moving and unsettling story and really beautifully written.  Is there a shred of hope at the end?  You certainly won't forget this in a hurry.,A little Optimistic
16,Coyote Blue,https://www.amazon.co.uk/dp/1416558470?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Christopher Moore,His neighbours think Sam Hunter is a successful insurance salesman with a big car and a nice house but Samson Hunts Alone fled the Crow reservation twenty years ago after a brush with the law and created a new identity for himself.  If you have ever wondered how people like the Crow fare in the modern world this funny book will tell you.,A little Optimistic
17,The Boy with the Porcelain Blade,https://www.amazon.co.uk/dp/B00HW2EBF4?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Den Patrick,"A young boy, one of the 'Orfani', struggles to make his way in a fantasy world where he and and his race are the underdogs. This involves him in numerous physical ordeals. The novel is extremely violent but because the characters are non humans there is little emotional impact. The novel is well written with some excellent descriptions however the chronology can be hard to follow at times. Definitely one for the fantasy fans.",A little Optimistic
18,The Travelling Cat Chronicles,https://www.amazon.co.uk/dp/0857524194?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Hiro Arikawa,"Superficially this seems to be a simply told story about the wanderings of a cat and his master. But the delicacy, the love and affection that seeps through makes it something more. Not forgetting the cheeky voice of Nana the cat to counterbalance the sadness. With the future in mind Satoru delves into the past, and meets up with old friends. It’s a long time since I read such a moving story.<br /><br />",A little Optimistic
19,Saving Fish from Drowning,https://www.amazon.co.uk/dp/B00810SB7A?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Amy Tan,"A group of unwary American tourists venture into Burma. Without the wise guidance of their friend who arranged the trip, they stray off the beaten track with disturbing results. An unexpectedly comic read, and a powerful and subtle comment on Burma precisely because the horrors are implied and understated.   ",A little Optimistic
20,"A Country Road, A Tree",https://www.amazon.co.uk/dp/0552779520?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Jo Baker,"A fictionalised version of Irish author Samuel Becket's time spent in France during WW2 and his activities with the Resistance. The writing is very quiet and powerful with minimal emphasis on the action which seems to mirror Becket's character perfectly. Some horrific scenes of the devastation and retribution of war – but at the same time, beautifully atmospheric. I loved it.",A little Optimistic
21,Legends,https://www.amazon.co.uk/dp/0006483941?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Robert Silverberg,"New stories from the fantasy worlds of Earthsea, Majipoor, The Dark Tower etc. And at an average of 70 pages per 'big name' author, this is a real must for fans.

",A little Optimistic
22,The Red-haired Woman,https://www.amazon.co.uk/dp/0571330312?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Orhan Pamuk,What creates our path in life? Fate? Our own actions? Our relationship with our parents? Cem's apprenticeship to a well digger seems headed for tragedy under the merciless Turkish sun. A gorgeous read full of surprises and heavy with questions.,A little Optimistic
23,One More for the Road,https://www.amazon.co.uk/dp/0061032034?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Ray Bradbury,"You will read these stories again and again, laughing and crying, thinking and feeling. Growing old, love, loss, longing, memory are their bittersweet themes.  Their heroes: you, me, Laurel and Hardy or Papa Hemingway. But don't expect slice-of-life realism! Their colour is the pure magic of poetry.
",A little Optimistic
24,Follow Your Heart,https://www.amazon.co.uk/dp/0749396970?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Susanna Tamaro,"An elderly German/Italian woman tries to make sense of her troubled family relationships.  Told in the form of a letter to her granddaughter, this book discusses themes of self-discovery and changing values.  A moving depiction of old age.",A little Optimistic
0,The Hummingbird Saint,https://www.amazon.co.uk/dp/0140294228?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Hector Macdonald,"If you're looking for a pleasant, easy read - then choose something else.  This has a good story, which seems a bit fragmented at first, an interesting plot and clearly drawn characters. You could, however, find yourself drawn into considering questions of morality and ethics - your own or those of the characters.  A thought provoking book but these thoughts may not be ones that you want to encourage.

",Midway Optimistic or Bleak
1,A Fraction Of The Whole,https://www.amazon.co.uk/dp/0141031824?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Steve Toltz,"This is a huge novel in terms of both size and breadth of content - it includes fire, prison escapes, fraud, murder, gunrunning and brothel keeping. It's not a traditional family saga but this biographical story is related by father and son in both real time and in reminiscence.  A book not to be taken too seriously.  It's very funny. I absolutely loved it. However, be warned, the author never uses one word if he can use ten! ",Midway Optimistic or Bleak
2,Margherita Dolce Vita,https://www.amazon.co.uk/dp/1933372206?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Stefano Benni,"Fourteen year old Margherita is shocked when her family becomes bewitched by the materialism of their new neighbours but even she cannot foresee the tragic consequences.<br />
Magic realism, humour and eccentric characters make this an unusual and riveting read.",Midway Optimistic or Bleak
3,Bait,https://www.amazon.co.uk/dp/B01K2WO9DE?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Nick Brownlee,"A great first thriller set in modern Kenya with appealing heroes, lots of action, a gripping plot and a real surprise ending.  I hope this is the first of many outings for Daniel Jouma and Jake Moore.",Midway Optimistic or Bleak
4,The Still Point,https://www.amazon.co.uk/dp/1846272300?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Amy Sackville,"Past and present come together as, in the course of one day, a twenty-first century woman explores her own marriage and life and that of her ancestors, an Arctic adventurer and the wife he leaves at home.   The pages of the book appear to have more white space than usual, perhaps in sympathy with the Arctic settings, which seems to carry through to the sense of the book.",Midway Optimistic or Bleak
5,To Leave with the Reindeer,https://www.amazon.co.uk/dp/1911508423?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Olivia Rosenthal,"The narrator of this fascinating novel, who always refers to herself as you, recounts how her journey to independent self discovery continued into middle-age. This is not at all an easy read as her story, which focuses to a large extent on human/animal relationships, is interspersed with accounts by animal experts: from conservationists to abattoir workers. Very thought-provoking stuff which is recommended for those who like a challenge.",Midway Optimistic or Bleak
6,Aberystwyth mon Amour,https://www.amazon.co.uk/dp/1408800675?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Malcolm Pryce,"A zany glimpse into an Aberystwyth you never knew existed!  A wonderful, hilarious pastiche of every detective/gangster story you’ve ever seen or read. The hunt for Evans the Boot, the long battle between the Mafia and the Druids, and a secret from the bloody Wales/Patagonia war of 1961 all combine to make a truly delightful read that had me laughing out loud on almost every page.",Midway Optimistic or Bleak
7,Visitors,https://www.amazon.co.uk/dp/0140264256?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Anita Brookner,"A very gentle read.  Dorothea May, the central character, is a reclusive widow who fights loneliness.  She is bullied into having a young male guest to stay, but finds that the experience both transforms and helps her to adjust to her situation.

",Midway Optimistic or Bleak
8,The Last Friend,https://www.amazon.co.uk/dp/B01FGIF8MU?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Tahar Ben Jelloun,"This concise yet enjoyable tale of friendship, jealousy and betrayal set in Tangier, offers the reader an interesting insight into Moroccan history and politics during the second half of the 20th century.",Midway Optimistic or Bleak
9,The Friday Gospels,https://www.amazon.co.uk/dp/1444707744?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Jenn Ashworth,"One day in the lives of a Lancastrian Mormon family related in turn by each family member. Although the tensions within the family are severe, their resolution comes as shock for which the reader is not prepared. I thought the characters were brilliant. Will Julian's solution work? We can only hope! A great read.<br /><br /> ",Midway Optimistic or Bleak
10,Signal to Noise,https://www.amazon.co.uk/dp/B00T6TP0QU?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Silvia Moreno-Garcia,"A book to remind you of those dark teenage years when you longed to belong. It is easy for the reader to relate to Mecha and her friends on the fringe of their in crowd when they discover they can conjure spells while playing vinyl records. In their fantasy world they succeed and achieve their desires but real life has other plans. Meeting again as adults, they revisit the secrets of the past.  A slightly disturbing read.",Midway Optimistic or Bleak
11,The Coroner's Lunch,https://www.amazon.co.uk/dp/1849165181?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Colin Cotterill,"A gentle, amusing insight into the world of a state coroner in a corrupt Communist country.  This is much more than your average murder mystery, with aspects of tribal ceremonies, love and true friendship all helping to solve the crime.",Midway Optimistic or Bleak
12,Exhibitionism,https://www.amazon.co.uk/dp/0141009675?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Toby Litt,"Well, this one got me some funny looks on the train!  A mix of short stories, aptly named.  Thought provoking and cracking entertainment!


",Midway Optimistic or Bleak
13,Whatever You Want,https://www.amazon.co.uk/dp/B00OX8TFN8?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Rachel Timms and Laurence Hayes,"Join thirty-somethings Barnaby, Barbarella and their London friends on a hedonistic roller-coaster of fun, frolic and pure unadulterated smut.  Follow their antics as they both try to find the partner of their dreams.  This book is not for the faint-hearted or the easily offended.  I thought stories with many endings were just for children.  I've now changed my mind.  <br />
<br />
<br />
<br />
",Midway Optimistic or Bleak
14,How to Fight Islamist Terror from the Missionary Position,https://www.amazon.co.uk/dp/B01N51ZE5H?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Tabish Khair,"Recently divorced and teaching at Aarhus University, the unnamed narrator, a lapsed Muslim, is much more interested in his Hindoo friend Ravi's ability to improve their social lives, than he is in the comings and goings of their deeply religious Muslim landlord. When he begins to take notice, be prepared for some fundamental surprises in this witty, perceptive, really quite amazing novel. ",Midway Optimistic or Bleak
15,The Mussel Feast,https://www.amazon.co.uk/dp/B00JYI2TRG?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Birgit Vanderbeke,"This is a family saga like no other. A mother and her two teenage children sit down to eat dinner, expecting the imminent arrival of the father. On the table - a pot of mussels - his favourite and a celebration for an expected promotion. As time ticks on, and he still isn't home, we become privy to terrible family secrets and witness the beginning of a quiet revolution. A sparkling gem of a book - best read in one sitting, so pick your moment.",Midway Optimistic or Bleak
16,Murder on the Leviathan,https://www.amazon.co.uk/dp/0753818434?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Boris Akunin,"An Agatha Christie-style murder mystery set on the world's largest ocean-going liner on her maiden voyage from Europe to India in 1878.  An international cast of passengers all have something to hide and it is up to a mysterious Russian diplomat-cum-detective to trawl through the red herrings in a style reminiscent of Sherlock Holmes.

",Midway Optimistic or Bleak
17,The Book of Sheffield,https://www.amazon.co.uk/dp/1912697130?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Catherine Taylor ed,"An eclectic collection of stories by writers well known and new, reflecting how much this city of contrasts has become even more divided after the decline of the steel industry and decades of neglect, undermining the solidarity of its working class community. It's no longer the place I knew when South Yorkshire people were the friendliest in Britain, but these snapshots of a city in flux will be a valuable resource for future local historians.",Midway Optimistic or Bleak
18,Blood Orange,https://www.amazon.co.uk/dp/1472252748?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Harriet Tyce,There is a chilling thread of menace that runs through this book - ratcheting up the tension and unease as the story progresses. You may not like Alison or Patrick or Carl (I didn't) - but I defy you not to be gripped by an addictive narrative that twists and distorts their lives and any understanding of truth. Read at speed - there really isn't any other way.,Midway Optimistic or Bleak
19,Something in the Sea,https://www.amazon.co.uk/dp/0747585865?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Yves Bonavero,"A successful city lawyer is enjoying a break aboard his yacht with his family when suddenly it becomes the holiday from hell.  Nautical, but nicely gripping, I raced through this book: a story within a story that is a tense psychological thriller and also a moving reflection of love and loss.",Midway Optimistic or Bleak
20,The Danger Game,https://www.amazon.co.uk/dp/1906994285?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Kalinda Ashton,"A troubled childhood, unstable home life and childhood death feature in this novel.  This event and the circumstances leading up to it have stayed with the sisters for many years.  Finally they realise, for the sake of their own sanity, they must find answers from their estranged parents.  Despite everything they have lived through, the human spirit never ceases to amaze me - both girls have great empathy for the lost, the poor and the troubled.",Midway Optimistic or Bleak
21,Number One Chinese Restaurant,https://www.amazon.co.uk/dp/1911590073?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Lillian Li,"There is plenty to savour in this captivating family saga. Insurance scams, arson, a menacing fixer ‘uncle', sibling rivalry and star-crossed lovers are just some of the plot ingredients simmering behind the scenes of a Chinese restaurant, with all the usual kitchen histrionics and melodramas. The sensual imagery is so vivid that you can smell the spicy aromas and taste the food being prepared – especially if you love Chinese cuisine, as I do! ",Midway Optimistic or Bleak
22,The Screaming Tree,https://www.amazon.co.uk/dp/0007127375?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Phil Lovesey,"This story grabs you right from the beginning. Despite yourself, you want to know more about William, and become concerned about him.  There is a powerful feeling that all is not as it appears, but because we identify with him and follow him in his quest for the truth, we are drawn into his painful and traumatic journey.  If you like psychological thrillers, you will find this a compelling read.<br />
",Midway Optimistic or Bleak
23,Six Black Candles,https://www.amazon.co.uk/dp/1906307490?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Des Dillon,"If you can imagine Jane Austen on speed writing in Scots about darkest Lanarkshire, you have got the idea.   Mad witches, heads in freezers, libidinous priests, lots of vodka - it's all here.  And you will never expect the end.
",Midway Optimistic or Bleak
0,The Largest Baby in Ireland after the Famine,https://www.amazon.co.uk/dp/186151526X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Anne Barnett,"A pale woman in a purple shawl with auburn hair falling freely down to the hips marched towards the watching men on the bridge.  The vision made a new man of Felix, a batchelor aged 43, that night he dreamed of purple in the shape of a woman.  A story of love between Protestant and Catholic set in Ulster during World War 1, charmingly and sensitively told.

",A little Bleak
1,Kintu,https://www.amazon.co.uk/dp/B07ZWNK922?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Jennifer Nansubuga Makumbi,"A sprawling, multi-generational epic full of richly drawn characters that provides an unflinching profile of family and country. With a teasing sense of myth and mystery, we compassionately investigate the nation’s changing identity. The setting is vividly conjured as a rippling backdrop to this character-led drama. A stirring, lyrical, breathless narrative.",A little Bleak
2,Eyrie,https://www.amazon.co.uk/dp/1447253477?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Tim Winton,"Keely and Gemma are damaged.  They have a boy of six to look after and protect.  Kai is no easy child to deal with. He has nightmares about falling.   He is obsessed with dying.  His parents are drug-addled, which does not make the task of looking after him any easier.  And he lives on the tenth floor, with a balcony.  Will there be a disaster?",A little Bleak
3,This Breathing World,https://www.amazon.co.uk/dp/B01K8ZXU94?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Jose Luis de Juan,"As you are whisked between ancient Rome and 1950's Harvard be prepared to have all your ideas about history, literature and (especially) time severely challenged by this blackly comic yet murderous novel.",A little Bleak
4,Remembered,https://www.amazon.co.uk/dp/B07GDNFDML?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Yvonne Battle-Felton,"As Edward lies dying, accused of murder, his aunt pieces together the story of his life and the shocking truth about slavery and its aftermath. Thousands of slaves don't even hear about their emancipation and the bosses aren't about to tell them. Those who are freed have nowhere to go and no idea of what the future may hold. A tender and moving account of those caught in a trap - full of painful truths.",A little Bleak
5,The Speed of Light,https://www.amazon.co.uk/dp/0747585911?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Javier Cercas,"A novel about the horror of war and its aftermath, of love and loyalty between families and friends.  A young Spanish would-be writer moves to mid west USA and meets the mysterious Rodney Falk.  Rodney has survived his military service in Vietnam but is something of an enigma.  When he disappears, the story of his past starts to unfold.  An intense and intriguing book.",A little Bleak
6,Born on a Tuesday,https://www.amazon.co.uk/dp/1911115022?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Elnathan John,"Dantala, 'Born on a Tuesday' is a young boy brought up in Nigeria at the height of the regime of violence and petty crime, where gangs of street boys are in conflict with soldiers and religion and politics are at war. This book certainly made me think, I didn't expect to enjoy it but a young boy's courage to join the fight against the violence and religious extremism in his village was totally absorbing. A glimpse of recent history;",A little Bleak
7,Snowdrops,https://www.amazon.co.uk/dp/1848874537?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,A D Miller,"A British lawyer working in post Soviet Moscow discovers that nothing in Russia is quite as it seems and in capitalist Moscow everything has its price. This is a very atmospheric read.  You feel the cold, the fear, the corruption and the desperation to escape. The descriptions of Moscow and the Muscovite are so alive and many of the minor characters are brilliantly drawn. ",A little Bleak
8,Evening is the Whole Day,https://www.amazon.co.uk/dp/0007271891?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Preeta Samarasan,"Secrets and lies are gradually revealed in this portrayal of a well-heeled Indian family living in Malaysia.  The satisfyingly complex narrative flashes back and forward through three generations to keep you guessing until the end.  Although this is a sad story, it's narrated in prose as rich and spicy as a really good curry with a good side serving of humour, the dialogue being a particular joy. ",A little Bleak
9,Out of Shadows,https://www.amazon.co.uk/dp/1849390487?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Jason Wallace,"The consequences of a violent history play out in an exclusive boys' boarding school in 1980's Zimbabwe.  Outsider Robert Jacklin is forced to make uncomfortable decisions while white Afrikaner, Ivan, is consumed with prejudice.  The reader has hindsight the characters do not possess and is faced with moral choices as they experience a whirlwind of racial intolerance, loneliness, fear, confusion and pain. ",A little Bleak
10,The Old Romantic,https://www.amazon.co.uk/dp/1999856562?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Louise Dean,This dark comic novel pokes a stick at three generations in conflict.  The observations are both humorous and poignant.  I can guarantee it will make you examine your own family relationships and personal values in life.,A little Bleak
11,Never Let Me Go,https://www.amazon.co.uk/dp/0571258093?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Kazuo Ishiguro,"Hailsham is a school which has, for many years, kept a secret within its walls.  Kathy, Ruth and Tommy are just three of its very special pupils.  We travel with them through their school lives to adulthood as the reason for <br />
their existence is gradually revealed.  A sad book, but the care the children from Hailsham show for each other is touching.  Ishiguro's touch is light and low key - he leaves the emotional reactions for the reader.<br />
<br />
",A little Bleak
12,Tenth of December,https://www.amazon.co.uk/dp/1408894815?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,George Saunders,"Real life twists into wild flights of imagination in these short stories. The writing is stylistic and the author’s cleverness teeters towards being awkward at times, but I found the stories intriguing and, surprisingly, moving.<br />",A little Bleak
13,Madame,https://www.amazon.co.uk/dp/1841955205?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Antoni Libera,"A story of teenage angst and an obsessive infatuation with a mysterious French teacher.  This book gives an insight into the mind of a precocious Polish youth, battling against the suppression of academic freedom, to win the heart, intellectually, of his Madame.  Although at times the literary references seem to overwhelm the storyline, it is worth persevering with as it ends with a neat twist.


",A little Bleak
14,Wormwood,https://www.amazon.co.uk/dp/0571221505?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,G P Taylor,"More disturbing than his first book, Shadowmancer, this quest for knowledge and power takes you to the rotten heart of XVIII century London.  Cabala initiates and a host of supernatural beings battle it out under the shadow of the comet Wormwood.  The viewpoint is strongly Christian but does not make for easy answers to the characters' choices.
",A little Bleak
15,Vertigo,https://www.amazon.co.uk/dp/9992142669?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Ahmed Mourad,"For all the high-stakes pre-revolution Cairo politics and the dramatic events, this was a surprisingly intimate read. Ahmed is more Mr Bean than Mr Bond though, so the result is gut-squirmingly embarrassing, endearing, and terrifying by turns.",A little Bleak
16,The Rule of Four,https://www.amazon.co.uk/dp/B0161SWP0C?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Ian Caldwell and Dustin Thomason,"A slightly unpredictable read, which transports you straight into the action and keeps you on your toes working out the back story.  Tom and Paul, two Princeton students, strive to unlock the secrets held by a complex Renaissance book.  You will favour Paul if you're into the work ethic or Tom if you prefer a more balanced life style.

",A little Bleak
17,Seventh Heaven: Supernatural Stories,https://www.amazon.co.uk/dp/9774249402?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Naguib Mafouz,"Surreal, magical, often darkly funny short stories that explore the nature of good and evil as characters, including Adolf Hitler and the Devil, slip between modern Egypt and other worlds.  The title story seems to be a cross between Alice Sebold's 'The Lovely Bones' and Philip Jose Farmer's 'Fabulous Riverboat'; - not forgetting the Egyptian setting.  Highly recommended, but unless you are already familiar with Mahfouz's work, I would advise reading the introduction because, for me, it brought down the book's difficulty level by 3 points.",A little Bleak
18,The Secret History Of Modernism,https://www.amazon.co.uk/dp/B003ZDO8W0?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,C K Stead,"The title suggests a literacy study, but although some ideas about the nature of writing are touched upon, there is nothing at all difficult about this book.  In fact the clear and well-crafted writing is one of the book's strengths.  The narrator is a novelist recalling his part in the love affairs among a group of expatriate students in 1950's London.  This framework works well in drawing you into the story, and the balance between nostalgia and realism is nicely done.  The result is a thoughtful read.
",A little Bleak
19,One Good Thing,https://www.amazon.co.uk/dp/0340671912?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Rebecca Stowe,"Brilliantly witty style and moves at a fast pace.  Having not heard of this author before, I'm now desperate to read her other books.  


",A little Bleak
20,Hurting Distance,https://www.amazon.co.uk/dp/034084034X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Sophie Hannah,"A multi-layered, chilling, psychological thriller.  Be sure to set aside time to fully devour  this page- turner. It's a real emotional roller-coaster.",A little Bleak
21,Life Knocks,https://www.amazon.co.uk/dp/B007AITZ9W?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Craig Stone,"Reading this is something like having buckets of glitter and water dumped unexpectedly over your head, and then watching the resultant mix flowing down river - startling, disorienting, beautiful, surreal, twirling in random side pools and tangents, but ultimately all heading to the same destination.",A little Bleak
22,The Boy in the Lake,https://www.amazon.co.uk/dp/B01K2EHQG4?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Eric Swanson,"This is about a gay man returning to his childhood home and confronting his past. I found it a very convincing description of what it's like to grow up gay, including both first love and homophobia. Be prepared for an intense but somewhat downbeat read.",A little Bleak
23,Exciting Times,https://www.amazon.co.uk/dp/1474613446?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Naoise Dolan,"A tale of ex-pat twenty-something millennials, filtered through the cultural perspectives of gender, sexuality, class, and race differences, as in the current zeitgeist. Sparky dialogue and banter between the protagonists disguise the hidden meanings, motivations and power dynamics in their relationships, whilst the reader can expect more of an interesting experience - as in the Chinese proverb - rather than the exciting times of the title.<br />",A little Bleak
24,Citadel,https://www.amazon.co.uk/dp/178962102X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Martha Sprackland,"The lives of two very different women are captured in poetry form. Spanning five hundred years, the women are linked through verse as their stories play out in their respective homelands of England and Spain. Although the ambiguity of the verse made this an intellectually challenging read, it was nevertheless easy to enjoy the beautifully descriptive language of this collection.",A little Bleak
0,Consumed,https://www.amazon.co.uk/dp/000729915X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,David Cronenberg,"To call this book strange is like saying that Genghis Khan was a bit of a warmonger, or that Elizabeth Bathory liked the company of girls. It is seriously weird, starting with the illegal surgery clinic in Hungary, through the cannibalistic murder pact of the Arosteguys to the seriously strange journalism of Naomi and her partner Nathan. This is simply not a usual view of the world, but, from this author, that would be strangely disappointing.<br />",Fairly Bleak
1,The Hamilton Case,https://www.amazon.co.uk/dp/0099453797?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Michelle de Kretser,"A rich cast of memorable characters makes this beautifully written book quite irresistible.  The supposed centrepiece - the Hamilton Case - is almost peripheral to the story of Sam Obeysekere and his dysfunctional family, while De Kretser's intense prose brings the period and setting gloriously alive.  You will imagine that you can smell the decay of the jungle, and you will certainly not remain unmoved as the tale evolves.<br />
<br />
<br />
<br />
",Fairly Bleak
2,Salvage the Bones,https://www.amazon.co.uk/dp/1408897725?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Jesmyn Ward,"Hurricane Katrina is fast approaching the Gulf of Mexico, and 15 year-old Esch and her impoverished, motherless family are making preparations to try to survive it. They may be poor, but the bond between Esch (newly pregnant) and her three brothers is both strong and, for the reader, uplifting. Covering the 12 days leading up to and immediately beyond the hurricane's arrival, this is a powerful piece of writing that will keep you on the edge.    ",Fairly Bleak
3,Fallout,https://www.amazon.co.uk/dp/0099587289?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Sadie Jones,"How far would you go for love? Betray friends, colleagues? Luke, disturbed and disturbing, must decide. He is the third in two bitter love triangles, one especially harrowing. All involved were difficult to like, but I had to feel sympathy for them too. As I read about the theatrical world of the 1970s,  songs of the time kept coming to mind, and not the happy ones. An intense read with references you'll recognise if you're of a certain age.<br />",Fairly Bleak
4,The Return,https://www.amazon.co.uk/dp/0330492772?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Hakan Nesser,"Although the writer is Swedish, this book is set in a deliberately unnamed Northern European country. If you like a straight, gritty police procedural with little characterisation or description, you'll enjoy this. Plot is everything - and this one moves between time frames. You may be a bit confused unless you are already a fan of Inspector Van Veeteren, who recovers with amazing speed from a serious stomach operation to solve a gruesome murder.",Fairly Bleak
5,Soldiers of Salamis,https://www.amazon.co.uk/dp/085705919X?tag=whichbooknet-21&linkCode=osi&th=1&psc=1,Javier Cercas,"Sanchex Mazas, one of the leading lights of the Spanish Falange, escapes from a Republican firing squad at the end of the Spanish Civil War.  An emotional novel which poses many questions for the reader about human nature and man's inhumanity to one another.   

",Fairly Bleak
